rank,station_id,name,country,country_code,state,lat,lon,elev_m,date,prcp_mm,year_file,mflag,sflag,obs_time
407,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19410617,567.4,1941,,I,
408,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19140616,567.2,1914,,I,
409,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19110630,567.2,1911,,I,
410,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19841023,567.0,1984,,I,
411,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19910604,567.0,1991,,I,
412,ASN00033038,KOUMALA HATFIELDS ROAD,Australia,AS,,-21.6256,149.2367,30.0,19180123,566.7,1918,,a,
413,IN014020701,MAWSYNRAM       OBSY,India,IN,,25.3,91.58,1401.0,19600913,566.2,1960,,I,
414,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19660103,566.0,1966,,I,
415,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19210710,565.2,1921,,I,
416,ASN00031085,KAREEYA,Australia,AS,,-17.7667,145.5778,213.4,19670314,565.2,1967,,a,
417,ASN00031141,BELLENDEN KER TOP STN,Australia,AS,,-17.2639,145.8536,1545.0,19810109,565.0,1981,,a,
418,ASN00033053,MOUNT JUKES,Australia,AS,,-21.0011,148.9364,30.0,20170329,565.0,2017,,a,
419,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19700723,565.0,1970,,I,
420,IN014020701,MAWSYNRAM       OBSY,India,IN,,25.3,91.58,1401.0,19620817,564.7,1962,,I,
421,ASN00031055,MOSSMAN SOUTH ALCHERA DRIVE,Australia,AS,,-16.4728,145.3747,30.0,19690128,564.4,1969,,a,
422,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19570215,564.0,1957,,I,
423,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19520305,564.0,1952,,I,
424,ASN00040197,MT TAMBORINE FERN ST,Australia,AS,,-27.9695,153.1952,515.0,19740127,563.2,1974,,a,
425,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19410617,562.4,1941,,I,
426,ASN00040136,MOOLOOLAH POST OFFICE,Australia,AS,,-26.7661,152.9622,50.0,18930203,562.1,1893,,a,
427,ASN00031044,MOSSMAN CENTRAL MILL,Australia,AS,,-16.4569,145.3775,30.0,20190127,562.0,2019,,a,
428,ASN00032045,VICTORIA SUGAR MILL,Australia,AS,,-18.6508,146.2047,10.0,20181216,562.0,2018,,a,
429,ASN00040534,WUNBURRA,Australia,AS,,-28.1629,153.2641,566.0,19740126,561.5,1974,,a,
430,ASN00033172,CREDITON,Australia,AS,,-21.2042,148.5436,768.0,19901227,561.4,1990,,a,
431,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19390701,561.3,1939,,I,
432,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19210710,561.1,1921,,I,
433,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19510610,560.1,1951,,I,
434,IN022043500,KARAIKAL,India,IN,,10.917,79.833,7.0,19781104,560.1,1978,,I,
435,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19510610,560.1,1951,,I,
436,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19620225,560.0,1962,,I,
437,USC00513872,KEAAU 92,United States,US,HI,19.6328,-155.0339,67.1,19790220,559.3,1979,,0,0800
438,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19710226,559.0,1971,,I,
439,USC00515665,LUPI UPPER 442,United States,US,HI,20.8889,-156.2481,378.0,19820331,558.8,1982,,0,
440,IN019221700,SAWAI MADHOPUR  OBSY,India,IN,,25.98,76.37,260.0,19770915,558.8,1977,,I,
441,USC00514091,KEANAE 346,United States,US,HI,20.8294,-156.1681,298.7,19241121,558.8,1924,,6,
442,USC00515665,LUPI UPPER 442,United States,US,HI,20.8889,-156.2481,378.0,19820430,558.8,1982,,0,
443,USC00511882,HONOKOHAU 480,United States,US,HI,20.965,-156.5914,265.2,19821230,558.8,1982,,0,
444,RQC00665911,MARICAO FISH HATCHERY,Puerto Rico [United States],RQ,PR,18.1725,-66.9872,457.2,20170921,558.8,2017,,7,0800
445,USC00163979,HACKBERRY 8 SSW,United States,US,LA,29.8894,-93.4022,1.8,19620829,558.8,1962,,0,0800
446,USC00511882,HONOKOHAU 480,United States,US,HI,20.965,-156.5914,265.2,19880131,558.8,1988,,0,
447,USC00514091,KEANAE 346,United States,US,HI,20.8294,-156.1681,298.7,19890201,558.8,1989,,0,
448,USC00511882,HONOKOHAU 480,United States,US,HI,20.965,-156.5914,265.2,19840228,558.8,1984,,0,
449,RQC00669432,TORO NEGRO FOREST,Puerto Rico [United States],RQ,PR,18.1731,-66.4928,868.1,19980922,558.8,1998,,0,0800
450,IN022043500,KARAIKAL,India,IN,,10.917,79.833,7.0,19781124,558.3,1978,,I,
451,IN002030100,PASIGHAT AERO   OBSY SR,India,IN,,28.1,95.38,157.0,19791002,557.3,1979,,I,
452,ASN00033010,CALEN POST OFFICE,Australia,AS,,-20.8992,148.7739,22.9,19700118,557.0,1970,,a,
453,ASN00033077,PACIFIC HEIGHTS,Australia,AS,,-23.0967,150.7342,75.0,20130125,556.6,2013,,a,
454,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19990114,556.0,1999,,I,
455,USC00514091,KEANAE 346,United States,US,HI,20.8294,-156.1681,298.7,19090311,555.8,1909,,6,
456,JA000047823,AKUNE,Japan,JA,,32.033,130.199,45.0,19710723,555.5,1971,,I,
457,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19660328,555.0,1966,,I,
458,ASN00033040,KUTTABUL POST OFFICE,Australia,AS,,-21.0403,148.91,40.0,19700119,555.0,1970,,a,
459,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19720206,555.0,1972,,I,
460,ASN00031144,HAPPY VALLEY,Australia,AS,,-17.3483,145.8925,60.0,19720108,554.2,1972,,a,
461,IN012241300,JAWHAR,India,IN,,19.92,73.23,457.0,19680805,553.7,1968,,I,
462,TH000048501,KHLONG YAI,Thailand,TH,,11.767,102.883,4.0,19700816,553.7,1970,,I,
463,USC00519332,WAIKAMOI 449,United States,US,HI,20.8647,-156.1928,365.8,20100331,553.7,2010,,0,1000
464,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19340619,553.5,1934,,I,
465,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19700712,553.2,1970,,I,
466,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19130701,552.5,1913,,I,
467,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19210709,551.9,1921,,I,
468,MXN00007347,GUADALUPE VICTORIA,Mexico,MX,,15.5,-92.8667,129.8,20051005,551.9,2005,,m,
469,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19700124,551.0,1970,,I,
470,GQC00914468,MANGILAO,Guam [United States],GQ,GU,13.4506,144.8008,65.8,20230526,550.9,2023,,7,0900
471,FJN00078708,Monasavu,Fiji,FJ,,-17.7445,178.0527,816.0,19930102,550.0,1993,,f,
472,IN011050900,GOHAD,India,IN,,26.42,78.45,162.0,19680816,550.0,1968,,I,
473,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19210709,549.9,1921,,I,
474,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19510826,549.7,1951,,I,
475,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19510826,549.7,1951,,I,
476,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19341004,549.1,1934,,I,
477,US1TXGV0044,BACLIFF 0.5 SSE,United States,US,TX,29.5014,-94.9898,4.6,20170827,549.1,2017,,N,0730
478,USC00045218,LYTLE CREEK RS,United States,US,CA,34.2383,-117.4708,832.1,19690125,548.9,1969,,0,0800
479,ASN00032040,TOWNSVILLE AERO,Australia,AS,,-19.2483,146.7661,4.3,19980111,548.8,1998,,a,
480,USC00515665,LUPI UPPER 442,United States,US,HI,20.8889,-156.2481,378.0,19900330,548.6,1990,,0,
481,IN009181800,AGUMBE,India,IN,,13.53,75.08,654.0,19590704,548.6,1959,,I,
482,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19341004,548.6,1934,,I,
483,USC00518336,PUOHOKAMOA 2 343,United States,US,HI,20.8256,-156.2128,908.3,19820630,548.6,1982,,0,
484,USC00518336,PUOHOKAMOA 2 343,United States,US,HI,20.8256,-156.2128,908.3,19841231,548.6,1984,,0,
485,IN014020701,MAWSYNRAM       OBSY,India,IN,,25.3,91.58,1401.0,19680712,548.3,1968,,I,
486,IN002030100,PASIGHAT AERO   OBSY SR,India,IN,,28.1,95.38,157.0,19800719,547.9,1980,,I,
487,IN011261400,PANNA           OBSY,India,IN,,24.72,80.17,354.0,19770829,547.1,1977,,I,
488,IN011261400,PANNA           OBSY,India,IN,,24.72,80.17,354.0,19770807,547.1,1977,,I,
489,ASN00031004,BABINDA POST OFFICE,Australia,AS,,-17.3436,145.9217,14.0,19720108,546.4,1972,,a,
490,ASN00031093,HARVEY CREEK RAILWAY STN,Australia,AS,,-17.2667,145.9333,-999.9,19350302,546.1,1935,,a,
491,USC00516521,MOKUPEA 475,United States,US,HI,20.9833,-156.6167,393.2,19871231,546.1,1987,,0,
492,IN024050500,MONGPOO,India,IN,,26.92,88.5,607.0,19500612,546.1,1950,,I,
493,USC00511930,HONOMANU 450,United States,US,HI,20.85,-156.1833,390.1,19480130,546.1,1948,,6,
494,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19420607,546.1,1942,,I,
495,USC00518638,S GLENWOOD 91.8,United States,US,HI,19.4633,-155.1139,627.9,20001102,545.3,2000,,0,0600
496,US1TXWA0017,BRENHAM 9.9 N,United States,US,TX,30.3014,-96.4213,88.4,20160527,545.1,2016,,N,0700
497,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19700514,545.0,1970,,I,
498,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19490617,544.8,1949,,I,
499,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19111013,544.6,1911,,I,
500,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19490617,544.1,1949,,I,
