decade,country_code,country,total_prcp_mm,obs_days,station_years,mean_mm_per_obs_day,projected_annual_mm
1990,FM,Federated States of Micronesia,696478.7,68143,210,10.221,3730.6
1990,CM,Cameroon,33521.5,3332,36,10.06,3672.1
1990,GB,Gabon,81625.8,8172,128,9.988,3645.8
1990,JA,Japan,1935776.3,195431,1474,9.905,3615.4
1990,PS,Palau,115290.8,12120,39,9.512,3472.0
1990,WF,Wallis and Futuna [France],50787.0,5498,20,9.237,3371.6
1990,CF,Congo (Brazzaville),61574.9,7056,102,8.727,3185.2
1990,TV,Tuvalu,26916.6,3148,20,8.55,3120.9
1990,FG,French Guiana [France],78471.5,9337,40,8.404,3067.6
1990,CS,Costa Rica,50321.3,6007,41,8.377,3057.6
1990,MY,Malaysia,322157.2,38939,140,8.273,3019.8
1990,BX,Brunei,16628.4,2050,10,8.111,2960.7
1990,CT,Central African Republic,83616.5,10351,130,8.078,2948.5
1990,RM,Marshall Islands,220094.0,28097,89,7.833,2859.2
1990,CG,Congo (Kinshasa),9976.9,1286,42,7.758,2831.7
1990,CB,Cambodia,1263.8,163,3,7.753,2830.0
1990,IO,British Indian Ocean Territory [United Kingdom],24980.9,3287,9,7.6,2774.0
1990,SB,Saint Pierre and Miquelon [France],67.5,9,3,7.5,2737.5
1990,PM,Panama,42991.9,5837,16,7.365,2688.4
1990,CD,Chad,15802.5,2168,49,7.289,2660.5
1990,SE,Seychelles,25606.0,3652,10,7.012,2559.2
1990,PP,Papua New Guinea,92860.4,13267,51,6.999,2554.8
1990,NP,Nepal,2396.1,343,15,6.986,2549.8
1990,SN,Singapore,22484.8,3239,10,6.942,2533.8
1990,TO,Togo,51830.0,7525,79,6.888,2514.0
1990,KS,"Korea, South",164338.1,24057,110,6.831,2493.4
1990,NI,Nigeria,349.7,52,6,6.725,2454.6
1990,KR,Kiribati,10056.7,1500,10,6.704,2447.1
1990,ML,Mali,64470.7,9686,167,6.656,2429.5
1990,BN,Benin,54121.7,8205,60,6.596,2407.6
1990,IV,Cote D'Ivoire,113309.8,17507,140,6.472,2362.4
1990,MA,Madagascar,175067.1,27224,224,6.431,2347.2
1990,BL,Bolivia,225707.2,35576,338,6.344,2315.7
1990,NS,Suriname,15804.7,2493,10,6.34,2314.0
1990,BP,Solomon Islands,44664.9,7068,29,6.319,2306.5
1990,FJ,Fiji,547534.5,86785,243,6.309,2302.8
1990,UV,Burkina Faso,58103.1,9293,90,6.252,2282.1
1990,EC,Ecuador,28049.9,4529,20,6.193,2260.6
1990,GH,Ghana,30059.8,4855,139,6.192,2259.9
1990,GY,Guyana,6059.9,981,11,6.177,2254.7
1990,BH,Belize,12154.2,1973,9,6.16,2248.5
1990,NH,Vanuatu,107891.7,17907,60,6.025,2199.2
1990,SG,Senegal,57086.8,9613,120,5.938,2167.6
1990,ET,Ethiopia,32738.3,5574,78,5.873,2143.8
1990,DR,Dominican Republic,17123.8,2941,34,5.822,2125.2
1990,GQ,Guam [United States],174059.6,29997,93,5.803,2117.9
1990,RP,Philippines,366048.1,64527,215,5.673,2070.6
1990,TZ,Tanzania,22558.1,4027,67,5.602,2044.6
1990,KN,"Korea, North",34118.9,6120,70,5.575,2034.9
1990,SH,Saint Helena [United Kingdom],30980.0,5721,16,5.415,1976.5
1990,BF,"Bahamas, The",15981.6,2990,10,5.345,1950.9
1990,ZI,Zimbabwe,22848.0,4279,43,5.34,1948.9
1990,MJ,Montenegro,12470.9,2380,28,5.24,1912.6
1990,FP,French Polynesia,127141.5,24433,80,5.204,1899.3
1990,CQ,Northern Mariana Islands [United States],56363.7,10911,33,5.166,1885.5
1990,MB,Martinique [France],14346.5,2897,14,4.952,1807.6
1990,MR,Mauritania,13259.2,2686,125,4.936,1801.8
1990,RE,Reunion [France],14511.6,2964,10,4.896,1787.0
1990,MZ,Mozambique,55187.3,11352,144,4.861,1774.4
1990,NG,Niger,43062.8,9093,137,4.736,1728.6
1990,CO,Colombia,188001.6,40212,227,4.675,1706.5
1990,HO,Honduras,65714.8,14065,48,4.672,1705.4
1990,TD,Trinidad and Tobago,12683.3,2738,10,4.632,1690.8
1990,ES,El Salvador,17004.8,3768,22,4.513,1647.2
1990,AL,Albania,17791.9,4003,14,4.445,1622.3
1990,MF,Mayotte [France],10390.6,2380,10,4.366,1593.5
1990,MP,Mauritius,59031.1,13628,50,4.332,1581.0
1990,RQ,Puerto Rico [United States],1069695.4,248411,751,4.306,1571.7
1990,TH,Thailand,603125.8,141610,438,4.259,1554.6
1990,CW,Cook Islands [New Zealand],11865.8,2809,10,4.224,1541.8
1990,FS,French Southern and Antarctic Lands [France],31302.6,7464,30,4.194,1530.7
1990,BR,Brazil,36354387.2,8880305,26420,4.094,1494.2
1990,TN,Tonga,5674.2,1386,6,4.094,1494.3
1990,PA,Paraguay,152896.1,37474,132,4.08,1489.2
1990,LA,Laos,242.9,60,9,4.048,1477.6
1990,GV,Guinea,27980.1,6916,99,4.046,1476.7
1990,BB,Barbados,12674.1,3154,10,4.018,1466.7
1990,BD,Bermuda [United Kingdom],13435.3,3371,10,3.986,1454.7
1990,JU,Juan De Nova Island [France],8124.5,2046,10,3.971,1449.4
1990,RW,Rwanda,5520.3,1396,10,3.954,1443.3
1990,NU,Nicaragua,11964.8,3028,21,3.951,1442.3
1990,SZ,Switzerland,112965.7,29214,80,3.867,1411.4
1990,VE,Venezuela,772011.1,200083,731,3.858,1408.3
1990,GP,Guadeloupe [France],18974.2,4961,20,3.825,1396.0
1990,VM,Vietnam,136923.2,36449,137,3.757,1371.1
1990,SI,Slovenia,251103.7,67094,189,3.743,1366.0
1990,GA,"Gambia, The",5102.9,1369,10,3.727,1360.5
1990,NF,Norfolk Island [Australia],9045.6,2463,10,3.673,1340.5
1990,IN,India,648099.4,178191,751,3.637,1327.5
1990,CU,Cuba,26777.1,7368,36,3.634,1326.5
1990,CE,Sri Lanka,21982.2,6142,48,3.579,1306.3
1990,BG,Bangladesh,51109.2,14632,84,3.493,1274.9
1990,NO,Norway,4023922.2,1167607,3243,3.446,1257.9
1990,UY,Uruguay,1615750.1,474018,1420,3.409,1244.1
1990,AU,Austria,101626.6,30163,100,3.369,1229.8
1990,TE,Tromelin Island [France],9942.1,2958,10,3.361,1226.8
1990,MI,Malawi,16124.1,4840,38,3.331,1216.0
1990,IC,Iceland,70783.6,21525,67,3.288,1200.3
1990,EI,Ireland,125842.4,38655,120,3.256,1188.3
1990,AR,Argentina,565742.7,175826,840,3.218,1174.4
1990,GG,Georgia,291059.3,91632,314,3.176,1159.4
1990,NN,Sint Maarten,9808.7,3122,10,3.142,1146.8
1990,GT,Guatemala,4224.3,1367,4,3.09,1127.9
1990,ZA,Zambia,20072.0,6526,62,3.076,1122.6
1990,HR,Croatia,140130.0,47704,134,2.937,1072.2
1990,PO,Portugal,184531.5,65584,212,2.814,1027.0
1990,ID,Indonesia,264683.4,95059,774,2.784,1016.3
1990,NZ,New Zealand,70157.5,25976,104,2.701,985.8
1990,WZ,Swaziland,14797.1,5589,19,2.648,966.4
1990,JM,Jamaica,10141.3,3841,20,2.64,963.7
1990,UK,United Kingdom,965782.0,369577,1069,2.613,953.8
1990,KE,Kenya,68545.3,26319,98,2.604,950.6
1990,ER,Eritrea,96.2,37,2,2.6,949.0
1990,US,United States,75578415.6,29807160,87203,2.536,925.5
1990,BK,Bosnia and Herzegovina,9284.3,3676,11,2.526,921.9
1990,VQ,Virgin Islands [United States],128493.6,51581,174,2.491,909.3
1990,TU,Turkey,193799.0,80357,304,2.412,880.3
1990,CA,Canada,17670436.2,7334838,23852,2.409,879.3
1990,MX,Mexico,22910593.6,9519074,28818,2.407,878.5
1990,IT,Italy,254645.9,106508,430,2.391,872.7
1990,CI,Chile,84699.3,35540,157,2.383,869.9
1990,LE,Lebanon,6719.7,2825,23,2.379,868.2
1990,LU,Luxembourg,90549.1,38160,105,2.373,866.1
1990,WQ,Wake Island [United States],8479.8,3640,10,2.33,850.3
1990,AY,Antarctica,56784.1,24697,195,2.299,839.2
1990,PE,Peru,124599.4,54588,241,2.283,833.1
1990,MQ,Midway Islands [United States},2820.8,1245,4,2.266,827.0
1990,BE,Belgium,8264.4,3652,10,2.263,826.0
1990,UC,Curacao,6022.0,2671,10,2.255,822.9
1990,NL,Netherlands,2731070.0,1222107,3370,2.235,815.7
1990,GM,Germany,5210340.3,2352502,6621,2.215,808.4
1990,LG,Latvia,81656.6,37002,160,2.207,805.5
1990,FR,France,705191.3,320081,912,2.203,804.2
1990,GI,Gibraltar [United Kingdom],6394.9,2904,10,2.202,803.8
1990,GL,Greenland [Denmark],104339.1,48583,160,2.148,783.9
1990,CH,China,1596533.8,766048,2133,2.084,760.7
1990,DA,Denmark,76046.1,37365,116,2.035,742.9
1990,SU,Sudan,14930.2,7342,192,2.034,742.2
1990,LO,Slovakia,37952.4,19692,60,1.927,703.5
1990,LH,Lithuania,87289.4,45488,153,1.919,700.4
1990,EN,Estonia,212595.3,110779,346,1.919,700.5
1990,MT,Malta,6162.6,3287,10,1.875,684.3
1990,AS,Australia,41456045.1,22318584,66156,1.857,678.0
1990,JN,Jan Mayen [Norway],6691.5,3652,10,1.832,668.8
1990,SW,Sweden,5222051.0,2861137,8113,1.825,666.2
1990,JQ,Johnston Atoll [United States],6557.6,3629,10,1.807,659.6
1990,EZ,Czech Republic,53939.2,30055,116,1.795,655.1
1990,BO,Belarus,302352.4,171849,472,1.759,642.2
1990,UP,Ukraine,335421.7,190641,967,1.759,642.2
1990,RI,Serbia,19060.1,10956,30,1.74,635.0
1990,EU,Europa Island [France],3484.8,2016,10,1.729,630.9
1990,BU,Bulgaria,15104.7,8744,34,1.727,630.5
1990,HU,Hungary,56141.2,32558,100,1.724,629.4
1990,PL,Poland,38611.2,22885,92,1.687,615.8
1990,LT,Lesotho,2437.0,1461,4,1.668,608.8
1990,FI,Finland,2682546.5,1617513,4610,1.658,605.3
1990,BM,Burma,2854.8,1738,40,1.643,599.5
1990,SP,Spain,525187.9,328867,992,1.597,582.9
1990,GR,Greece,75159.4,47812,140,1.572,573.8
1990,RO,Romania,163808.6,104864,300,1.562,570.2
1990,BC,Botswana,22683.1,14792,71,1.533,559.7
1990,SF,South Africa,3316272.9,2224486,6505,1.491,544.1
1990,MD,Moldova,26899.2,18243,70,1.474,538.2
1990,TI,Tajikistan,56343.0,38436,175,1.466,535.1
1990,RS,Russia,4409308.8,3026492,9267,1.457,531.8
1990,FK,Falkland Islands (Islas Malvinas) [United Kingdom],3233.6,2278,9,1.419,518.1
1990,CJ,Cayman Islands [United Kingdom],1382.1,999,10,1.383,505.0
1990,LI,Liberia,91.0,66,1,1.379,503.3
1990,MK,Macedonia,5321.5,3968,30,1.341,489.5
1990,CY,Cyprus,25814.1,20005,80,1.29,471.0
1990,AM,Armenia,47954.3,37784,140,1.269,463.2
1990,AJ,Azerbaijan,38591.3,31957,129,1.208,440.8
1990,KG,Kyrgyzstan,47324.4,39720,204,1.191,434.9
1990,TS,Tunisia,18220.5,16018,50,1.138,415.2
1990,AG,Algeria,89835.7,80431,450,1.117,407.7
1990,IS,Israel,28197.5,26010,76,1.084,395.7
1990,MO,Morocco,37963.0,35797,110,1.061,387.1
1990,CK,Cocos (Keeling) Islands [Australia],622.6,596,7,1.045,381.3
1990,SV,Svalbard [Norway],7408.2,7116,20,1.041,380.0
1990,IZ,Iraq,2.0,2,1,1.0,365.0
1990,WA,Namibia,18500.4,20709,92,0.893,326.1
1990,UZ,Uzbekistan,126286.9,142132,509,0.889,324.3
1990,IR,Iran,38347.2,44945,313,0.853,311.4
1990,QA,Qatar,476.5,571,5,0.835,304.6
1990,AE,United Arab Emirates,1891.7,2347,22,0.806,294.2
1990,SY,Syria,16044.6,20303,70,0.79,288.4
1990,BA,Bahrain,484.9,643,5,0.754,275.3
1990,KZ,Kazakhstan,225659.5,314208,1224,0.718,262.1
1990,KT,Christmas Island [Australia],115.8,215,3,0.539,196.6
1990,MU,Oman,13711.4,27892,108,0.492,179.4
1990,CV,Cape Verde,1440.2,2952,24,0.488,178.1
1990,TX,Turkmenistan,35526.9,73050,310,0.486,177.5
1990,JO,Jordan,3793.2,7988,50,0.475,173.3
1990,LY,Libya,25507.6,54018,220,0.472,172.4
1990,PK,Pakistan,10017.3,28504,226,0.351,128.3
1990,MV,Maldives,268.0,765,8,0.35,127.9
1990,SA,Saudi Arabia,8616.8,25493,160,0.338,123.4
1990,MC,Macau S.A.R,302.8,909,7,0.333,121.6
1990,SL,Sierra Leone,12.9,39,3,0.331,120.7
1990,EG,Egypt,8152.6,29918,102,0.272,99.5
1990,KU,Kuwait,505.6,2523,10,0.2,73.1
1990,WI,Western Sahara,563.0,3079,10,0.183,66.7
1990,MG,Mongolia,20210.5,114115,400,0.177,64.6
2000,EK,Equatorial Guinea,110.0,1,1,110.0,40150.0
2000,IZ,Iraq,299.8,4,1,74.95,27356.8
2000,PU,Guinea-Bissau,365.1,9,3,40.567,14806.8
2000,SU,Sudan,171445.4,9257,271,18.521,6760.0
2000,NI,Nigeria,5912.0,322,28,18.36,6701.5
2000,SL,Sierra Leone,644.5,42,5,15.345,5601.0
2000,KN,"Korea, North",39422.4,2929,70,13.459,4912.7
2000,AJ,Azerbaijan,10388.5,832,45,12.486,4557.5
2000,AQ,American Samoa [United States],81390.8,6587,19,12.356,4510.0
2000,SA,Saudi Arabia,5240.8,453,123,11.569,4222.7
2000,MJ,Montenegro,31515.1,2821,39,11.172,4077.6
2000,CM,Cameroon,31817.5,2869,32,11.09,4047.9
2000,PS,Palau,101492.9,9605,31,10.567,3856.8
2000,FM,Federated States of Micronesia,722861.9,70888,217,10.197,3722.0
2000,BX,Brunei,28178.7,2791,10,10.096,3685.1
2000,CS,Costa Rica,50268.1,5097,38,9.862,3599.7
2000,BP,Solomon Islands,23890.6,2464,27,9.696,3539.0
2000,BA,Bahrain,913.8,96,10,9.519,3474.3
2000,NH,Vanuatu,114379.3,12140,60,9.422,3438.9
2000,LA,Laos,53053.3,5770,56,9.195,3356.1
2000,PP,Papua New Guinea,124990.4,13787,122,9.066,3309.0
2000,TV,Tuvalu,25099.4,2775,20,9.045,3301.4
2000,RP,Philippines,415102.7,46035,214,9.017,3291.2
2000,GB,Gabon,80603.3,9091,99,8.866,3236.2
2000,KS,"Korea, South",149643.4,16934,110,8.837,3225.5
2000,MY,Malaysia,380028.5,43988,141,8.639,3153.4
2000,GA,"Gambia, The",4908.2,593,10,8.277,3021.1
2000,IO,British Indian Ocean Territory [United Kingdom],14850.6,1825,5,8.137,2970.1
2000,MA,Madagascar,193703.3,24502,194,7.906,2885.5
2000,WF,Wallis and Futuna [France],42162.4,5346,20,7.887,2878.7
2000,BL,Bolivia,274735.1,35658,338,7.705,2812.2
2000,GY,Guyana,16889.4,2211,15,7.639,2788.2
2000,FG,French Guiana [France],65910.4,9011,37,7.314,2669.8
2000,CT,Central African Republic,23791.2,3303,81,7.203,2629.1
2000,ES,El Salvador,4774.1,664,12,7.19,2624.3
2000,RW,Rwanda,3946.0,552,10,7.149,2609.2
2000,ZA,Zambia,628.5,88,14,7.142,2606.8
2000,NS,Suriname,15304.3,2158,10,7.092,2588.5
2000,FJ,Fiji,568390.4,82842,235,6.861,2504.3
2000,RM,Marshall Islands,95264.2,14005,60,6.802,2482.8
2000,CF,Congo (Brazzaville),28302.0,4161,55,6.802,2482.6
2000,IV,Cote D'Ivoire,70647.9,10411,103,6.786,2476.8
2000,SE,Seychelles,22904.9,3426,10,6.686,2440.2
2000,JA,Japan,2062168.0,310082,1376,6.65,2427.4
2000,MZ,Mozambique,63473.2,9596,159,6.615,2414.3
2000,MC,Macau S.A.R,17131.5,2598,10,6.594,2406.9
2000,SN,Singapore,22393.3,3400,10,6.586,2404.0
2000,GQ,Guam [United States],111169.7,17035,69,6.526,2382.0
2000,NC,New Caledonia [France],37965.5,5910,20,6.424,2344.7
2000,TH,Thailand,661453.3,103444,442,6.394,2333.9
2000,DR,Dominican Republic,46438.3,7408,40,6.269,2288.1
2000,UY,Uruguay,183747.4,29456,176,6.238,2276.9
2000,IN,India,700988.8,113175,731,6.194,2260.8
2000,ET,Ethiopia,15549.8,2527,45,6.153,2246.0
2000,CD,Chad,18256.5,2967,61,6.153,2245.9
2000,WZ,Swaziland,7562.1,1230,10,6.148,2244.0
2000,NE,Niue [New Zealand],8014.6,1320,8,6.072,2216.2
2000,CQ,Northern Mariana Islands [United States],82475.4,13864,40,5.949,2171.3
2000,BC,Botswana,24065.4,4109,57,5.857,2137.7
2000,ZI,Zimbabwe,17592.1,3055,29,5.758,2101.8
2000,CW,Cook Islands [New Zealand],9521.3,1667,10,5.712,2084.7
2000,GH,Ghana,22387.8,4002,147,5.594,2041.9
2000,PA,Paraguay,148073.0,26974,205,5.489,2003.7
2000,BF,"Bahamas, The",13821.9,2524,10,5.476,1998.8
2000,BH,Belize,15540.8,2846,10,5.461,1993.1
2000,QA,Qatar,365.4,67,9,5.454,1990.6
2000,CO,Colombia,129878.8,24042,225,5.402,1971.8
2000,SG,Senegal,54691.7,10151,119,5.388,1966.6
2000,MI,Malawi,2473.3,461,12,5.365,1958.3
2000,BN,Benin,39291.4,7345,60,5.349,1952.5
2000,VE,Venezuela,130449.6,24761,261,5.268,1922.9
2000,TO,Togo,29403.8,5761,68,5.104,1862.9
2000,BG,Bangladesh,103929.8,20380,100,5.1,1861.4
2000,MB,Martinique [France],9413.6,1850,9,5.088,1857.3
2000,KR,Kiribati,8894.6,1769,10,5.028,1835.2
2000,CG,Congo (Kinshasa),1593.6,320,20,4.98,1817.7
2000,TZ,Tanzania,41152.6,8275,68,4.973,1815.2
2000,AL,Albania,2549.9,517,4,4.932,1800.2
2000,RE,Reunion [France],14763.5,3089,10,4.779,1744.5
2000,GG,Georgia,21277.9,4477,56,4.753,1734.7
2000,LE,Lebanon,18025.0,3792,33,4.753,1735.0
2000,RQ,Puerto Rico [United States],899946.6,191683,586,4.695,1713.7
2000,HO,Honduras,32985.2,7060,36,4.672,1705.3
2000,VM,Vietnam,226132.4,48593,150,4.654,1698.6
2000,FP,French Polynesia,106897.5,23138,80,4.62,1686.3
2000,UV,Burkina Faso,42654.2,9324,90,4.575,1669.8
2000,IC,Iceland,50785.8,11229,49,4.523,1650.8
2000,PE,Peru,103113.4,22868,195,4.509,1645.8
2000,MP,Mauritius,73538.4,16615,50,4.426,1615.5
2000,BR,Brazil,811718.3,188720,758,4.301,1569.9
2000,JM,Jamaica,14449.8,3374,20,4.283,1563.2
2000,ML,Mali,48638.6,11421,163,4.259,1554.4
2000,GV,Guinea,9380.1,2209,57,4.246,1549.9
2000,TD,Trinidad and Tobago,11468.2,2714,10,4.226,1542.3
2000,CE,Sri Lanka,27154.5,6429,43,4.224,1541.7
2000,NU,Nicaragua,2860.3,690,12,4.145,1513.1
2000,CJ,Cayman Islands [United Kingdom],6497.5,1586,5,4.097,1495.3
2000,AR,Argentina,381481.9,93287,641,4.089,1492.6
2000,AU,Austria,108522.9,26550,101,4.087,1491.9
2000,BB,Barbados,6123.1,1530,5,4.002,1460.7
2000,GP,Guadeloupe [France],8028.7,2016,12,3.982,1453.6
2000,FS,French Southern and Antarctic Lands [France],25598.0,6467,29,3.958,1444.8
2000,BD,Bermuda [United Kingdom],7127.0,1815,5,3.927,1433.3
2000,CU,Cuba,21384.0,5491,37,3.894,1421.4
2000,KE,Kenya,38198.4,9994,82,3.822,1395.1
2000,SZ,Switzerland,110885.3,29180,80,3.8,1387.0
2000,AY,Antarctica,86131.7,23484,191,3.668,1338.7
2000,LG,Latvia,42317.7,11665,104,3.628,1324.1
2000,SI,Slovenia,251058.4,69771,192,3.598,1313.4
2000,EI,Ireland,131070.1,36713,122,3.57,1303.1
2000,NO,Norway,3892308.1,1116881,3167,3.485,1272.0
2000,MF,Mayotte [France],9863.0,2835,10,3.479,1269.8
2000,NP,Nepal,4863.5,1410,16,3.449,1259.0
2000,SB,Saint Pierre and Miquelon [France],2936.7,852,10,3.447,1258.1
2000,MR,Mauritania,7834.9,2283,121,3.432,1252.6
2000,NN,Sint Maarten,4912.6,1439,5,3.414,1246.1
2000,BK,Bosnia and Herzegovina,44966.7,13186,49,3.41,1244.7
2000,PO,Portugal,121353.0,35590,181,3.41,1244.6
2000,TE,Tromelin Island [France],6133.1,1808,10,3.392,1238.2
2000,AO,Angola,428.0,128,11,3.344,1220.5
2000,CB,Cambodia,9.9,3,1,3.3,1204.5
2000,NF,Norfolk Island [Australia],2110.4,640,10,3.298,1203.6
2000,SF,South Africa,214101.1,68206,501,3.139,1145.7
2000,ID,Indonesia,125094.5,40840,621,3.063,1118.0
2000,SH,Saint Helena [United Kingdom],3474.0,1186,4,2.929,1069.1
2000,CI,Chile,93045.5,32027,177,2.905,1060.4
2000,UP,Ukraine,648904.0,224895,1797,2.885,1053.2
2000,BE,Belgium,6258.0,2170,10,2.884,1052.6
2000,HR,Croatia,139289.3,48993,139,2.843,1037.7
2000,CK,Cocos (Keeling) Islands [Australia],629.9,228,5,2.763,1008.4
2000,GI,Gibraltar [United Kingdom],6912.9,2527,10,2.736,998.5
2000,NZ,New Zealand,94724.1,34753,125,2.726,994.9
2000,VQ,Virgin Islands [United States],94573.3,34942,116,2.707,987.9
2000,UK,United Kingdom,979542.5,363814,1059,2.692,982.7
2000,MK,Macedonia,11127.9,4164,30,2.672,975.4
2000,GL,Greenland [Denmark],107489.8,41308,152,2.602,949.8
2000,NG,Niger,30133.6,11813,132,2.551,931.1
2000,LU,Luxembourg,46518.6,18314,60,2.54,927.1
2000,UC,Curacao,2746.1,1096,5,2.506,914.5
2000,US,United States,100243793.8,40387074,135372,2.482,906.0
2000,WQ,Wake Island [United States],4149.5,1711,6,2.425,885.2
2000,JU,Juan De Nova Island [France],3311.1,1379,10,2.401,876.4
2000,NL,Netherlands,3078500.3,1283850,3521,2.398,875.2
2000,MD,Moldova,4299.8,1795,10,2.395,874.3
2000,IT,Italy,269719.7,113865,462,2.369,864.6
2000,MX,Mexico,21088688.5,8917013,26684,2.365,863.2
2000,BU,Bulgaria,23882.2,10686,40,2.235,815.7
2000,GM,Germany,4743198.1,2124697,6095,2.232,814.8
2000,LH,Lithuania,60468.1,27216,107,2.222,811.0
2000,CA,Canada,12670167.8,5722439,19452,2.214,808.2
2000,TU,Turkey,193087.4,87428,385,2.209,806.1
2000,DA,Denmark,74537.0,35188,108,2.118,773.2
2000,FR,France,622943.8,294492,843,2.115,772.1
2000,LO,Slovakia,37869.6,18461,55,2.051,748.7
2000,CH,China,1518186.4,749156,2126,2.027,739.7
2000,WA,Namibia,20514.8,10225,82,2.006,732.3
2000,EN,Estonia,185159.6,93050,313,1.99,726.3
2000,MO,Morocco,32313.9,16316,110,1.981,722.9
2000,SW,Sweden,5064592.5,2658730,7479,1.905,695.3
2000,PL,Poland,53830.0,28483,100,1.89,689.8
2000,FK,Falkland Islands (Islas Malvinas) [United Kingdom],5648.4,3048,10,1.853,676.4
2000,HU,Hungary,50464.4,27288,100,1.849,675.0
2000,JQ,Johnston Atoll [United States],2584.1,1400,4,1.846,673.7
2000,BO,Belarus,305347.2,169275,487,1.804,658.4
2000,RI,Serbia,19766.8,10959,30,1.804,658.4
2000,AS,Australia,39708073.6,22320500,67813,1.779,649.3
2000,EZ,Czech Republic,67977.5,38220,116,1.779,649.2
2000,JN,Jan Mayen [Norway],6458.2,3653,10,1.768,645.3
2000,MT,Malta,5136.1,3006,10,1.709,623.6
2000,FI,Finland,2176533.6,1286345,3730,1.692,617.6
2000,GR,Greece,91735.5,54281,164,1.69,616.9
2000,SP,Spain,636609.3,378809,1112,1.681,613.4
2000,RO,Romania,139312.3,85206,242,1.635,596.8
2000,LY,Libya,22892.9,14477,223,1.581,577.2
2000,PK,Pakistan,54037.2,35857,241,1.507,550.1
2000,RS,Russia,2866192.9,1905401,6413,1.504,549.0
2000,CY,Cyprus,27011.4,18529,80,1.458,532.1
2000,SY,Syria,6925.8,4910,70,1.411,514.9
2000,AF,Afghanistan,817.2,626,6,1.305,476.5
2000,EC,Ecuador,8.9,7,6,1.271,464.1
2000,EU,Europa Island [France],1313.8,1125,10,1.168,426.3
2000,AG,Algeria,161895.2,138980,592,1.165,425.2
2000,IS,Israel,26402.4,23022,67,1.147,418.6
2000,KU,Kuwait,4706.0,4179,21,1.126,411.0
2000,TS,Tunisia,15229.4,13984,50,1.089,397.5
2000,JO,Jordan,2812.2,2613,49,1.076,392.8
2000,MG,Mongolia,42335.2,41060,404,1.031,376.3
2000,SV,Svalbard [Norway],6800.2,6722,20,1.012,369.2
2000,TX,Turkmenistan,17598.7,17647,183,0.997,364.0
2000,UZ,Uzbekistan,72493.0,79072,313,0.917,334.6
2000,LI,Liberia,64.6,73,4,0.885,323.0
2000,AM,Armenia,4648.5,5547,24,0.838,305.9
2000,CV,Cape Verde,1461.9,1805,25,0.81,295.6
2000,MV,Maldives,693.3,859,10,0.807,294.6
2000,BM,Burma,912.0,1165,19,0.783,285.7
2000,IR,Iran,70715.2,93114,310,0.759,277.2
2000,MU,Oman,15250.7,24902,220,0.612,223.5
2000,AE,United Arab Emirates,1448.3,2515,35,0.576,210.2
2000,KG,Kyrgyzstan,5586.9,10059,59,0.555,202.7
2000,KZ,Kazakhstan,38949.9,75326,378,0.517,188.7
2000,KT,Christmas Island [Australia],135.8,265,4,0.512,187.0
2000,TI,Tajikistan,403.1,885,24,0.455,166.3
2000,EG,Egypt,4446.8,13379,97,0.332,121.3
2000,WI,Western Sahara,84.8,839,5,0.101,36.9
2010,SL,Sierra Leone,439.1,12,3,36.592,13356.0
2010,GV,Guinea,21359.1,1028,15,20.777,7583.7
2010,SU,Sudan,16565.8,837,101,19.792,7224.0
2010,LI,Liberia,914.1,56,5,16.323,5958.0
2010,ID,Indonesia,77476.4,4919,824,15.75,5748.9
2010,KN,"Korea, North",41783.8,2827,68,14.78,5394.8
2010,BM,Burma,22421.6,1696,27,13.22,4825.4
2010,GA,"Gambia, The",7488.0,574,9,13.045,4761.5
2010,GB,Gabon,77002.9,6100,61,12.623,4607.6
2010,CG,Congo (Kinshasa),10765.8,883,41,12.192,4450.2
2010,ES,El Salvador,11200.9,961,19,11.655,4254.2
2010,SA,Saudi Arabia,10643.1,916,235,11.619,4241.0
2010,RP,Philippines,387077.6,33915,193,11.413,4165.8
2010,LA,Laos,82863.5,7309,65,11.337,4138.1
2010,KS,"Korea, South",135070.8,12134,110,11.132,4063.0
2010,NI,Nigeria,9427.3,850,49,11.091,4048.2
2010,BX,Brunei,26790.0,2444,9,10.962,4001.0
2010,CM,Cameroon,40564.7,3723,31,10.896,3976.9
2010,IN,India,1143953.0,105030,1025,10.892,3975.5
2010,PA,Paraguay,250216.9,23507,195,10.644,3885.2
2010,CS,Costa Rica,49562.4,4709,30,10.525,3841.6
2010,AQ,American Samoa [United States],49138.8,4961,16,9.905,3615.3
2010,EK,Equatorial Guinea,12207.3,1242,19,9.829,3587.5
2010,SG,Senegal,79351.3,8136,119,9.753,3559.9
2010,BP,Solomon Islands,53736.5,5556,29,9.672,3530.2
2010,TH,Thailand,780531.2,81123,450,9.622,3511.9
2010,FM,Federated States of Micronesia,532280.2,55370,188,9.613,3508.8
2010,NH,Vanuatu,113257.7,11802,60,9.596,3502.7
2010,PS,Palau,94275.8,9876,32,9.546,3484.3
2010,BL,Bolivia,209634.3,22577,259,9.285,3389.1
2010,MA,Madagascar,178095.5,19223,168,9.265,3381.6
2010,WF,Wallis and Futuna [France],54525.5,6040,19,9.027,3295.0
2010,PP,Papua New Guinea,32178.3,3630,84,8.865,3235.6
2010,FG,French Guiana [France],79266.3,9221,30,8.596,3137.6
2010,AJ,Azerbaijan,47750.2,5706,86,8.368,3054.5
2010,CF,Congo (Brazzaville),112644.8,13544,142,8.317,3035.7
